query_sequence	go_id	go_term	category
MSTRG.16330.1	GO:0042221	response to chemical	biological_process
MSTRG.16330.1	GO:0042545	cell wall modification	biological_process
MSTRG.16330.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.16330.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.16330.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.16330.1	GO:0045229	external encapsulating structure organization	biological_process
MSTRG.16330.1	GO:0048589	developmental growth	biological_process
MSTRG.16330.1	GO:0048856	anatomical structure development	biological_process
MSTRG.16330.1	GO:0048869	cellular developmental process	biological_process
MSTRG.16330.1	GO:0050896	response to stimulus	biological_process
MSTRG.16330.1	GO:0051716	cellular response to stimulus	biological_process
MSTRG.16330.1	GO:0055114	obsolete oxidation-reduction process	biological_process
MSTRG.16330.1	GO:0060560	developmental growth involved in morphogenesis	biological_process
MSTRG.16330.1	GO:0070887	cellular response to chemical stimulus	biological_process
MSTRG.16330.1	GO:0071554	cell wall organization or biogenesis	biological_process
MSTRG.16330.1	GO:0071555	cell wall organization	biological_process
MSTRG.16330.1	GO:0071669	plant-type cell wall organization or biogenesis	biological_process
MSTRG.16330.1	GO:0071840	cellular component organization or biogenesis	biological_process
MSTRG.16330.1	GO:0071944	cell periphery	cellular_component
MSTRG.16330.1	GO:0097159	organic cyclic compound binding	molecular_function
MSTRG.16330.1	GO:0102523	2-chloroacrylate reductase activity	molecular_function
MSTRG.16330.1	GO:1901363	heterocyclic compound binding	molecular_function
MSTRG.4616.1	GO:0003723	RNA binding	molecular_function
MSTRG.4616.1	GO:0031119	tRNA pseudouridine synthesis	biological_process
MSTRG.4616.1	GO:0106029	tRNA pseudouridine synthase activity	molecular_function
MSTRG.4668.1	GO:0003987	acetate-CoA ligase activity	molecular_function
MSTRG.4668.1	GO:0005524	ATP binding	molecular_function
MSTRG.4668.1	GO:0046872	metal ion binding	molecular_function
MSTRG.8793.1	GO:0000049	tRNA binding	molecular_function
MSTRG.8793.1	GO:0010181	FMN binding	molecular_function
MSTRG.8793.1	GO:0050660	flavin adenine dinucleotide binding	molecular_function
MSTRG.8793.1	GO:0102264	tRNA-dihydrouridine20 synthase activity	molecular_function
MSTRG.15918.1	GO:0000003	reproduction	biological_process
MSTRG.15918.1	GO:0000323	lytic vacuole	cellular_component
MSTRG.15918.1	GO:0002165	instar larval or pupal development	biological_process
MSTRG.15918.1	GO:0003006	developmental process involved in reproduction	biological_process
MSTRG.15918.1	GO:0003376	sphingosine-1-phosphate receptor signaling pathway	biological_process
MSTRG.15918.1	GO:0003674	molecular_function	molecular_function
MSTRG.15918.1	GO:0005215	transporter activity	molecular_function
MSTRG.15918.1	GO:0005319	lipid transporter activity	molecular_function
MSTRG.15918.1	GO:0005575	cellular_component	cellular_component
MSTRG.15918.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.15918.1	GO:0005623	obsolete cell	cellular_component
MSTRG.15918.1	GO:0005737	cytoplasm	cellular_component
MSTRG.15918.1	GO:0005764	lysosome	cellular_component
MSTRG.15918.1	GO:0005765	lysosomal membrane	cellular_component
MSTRG.15918.1	GO:0005768	endosome	cellular_component
MSTRG.15918.1	GO:0005770	late endosome	cellular_component
MSTRG.15918.1	GO:0005773	vacuole	cellular_component
MSTRG.15918.1	GO:0005774	vacuolar membrane	cellular_component
MSTRG.15918.1	GO:0005886	plasma membrane	cellular_component
MSTRG.15918.1	GO:0006810	transport	biological_process
MSTRG.15918.1	GO:0006869	lipid transport	biological_process
MSTRG.15918.1	GO:0006897	endocytosis	biological_process
MSTRG.15918.1	GO:0006915	apoptotic process	biological_process
MSTRG.15918.1	GO:0006928	obsolete movement of cell or subcellular component	biological_process
MSTRG.15918.1	GO:0006950	response to stress	biological_process
MSTRG.15918.1	GO:0006996	organelle organization	biological_process
MSTRG.15918.1	GO:0007033	vacuole organization	biological_process
MSTRG.15918.1	GO:0007034	vacuolar transport	biological_process
MSTRG.15918.1	GO:0007040	lysosome organization	biological_process
MSTRG.15918.1	GO:0007041	lysosomal transport	biological_process
MSTRG.15918.1	GO:0007154	cell communication	biological_process
MSTRG.15918.1	GO:0007165	signal transduction	biological_process
MSTRG.15918.1	GO:0007186	G protein-coupled receptor signaling pathway	biological_process
MSTRG.15918.1	GO:0007275	multicellular organism development	biological_process
MSTRG.15918.1	GO:0007276	gamete generation	biological_process
MSTRG.15918.1	GO:0007281	germ cell development	biological_process
MSTRG.15918.1	GO:0007292	female gamete generation	biological_process
MSTRG.15918.1	GO:0007399	nervous system development	biological_process
MSTRG.15918.1	GO:0007416	synapse assembly	biological_process
MSTRG.15918.1	GO:0007417	central nervous system development	biological_process
MSTRG.15918.1	GO:0007528	neuromuscular junction development	biological_process
MSTRG.15918.1	GO:0007610	behavior	biological_process
MSTRG.15918.1	GO:0007617	mating behavior	biological_process
MSTRG.15918.1	GO:0007618	mating	biological_process
MSTRG.15918.1	GO:0007619	courtship behavior	biological_process
MSTRG.15918.1	GO:0008150	biological_process	biological_process
MSTRG.15918.1	GO:0008219	cell death	biological_process
MSTRG.15918.1	GO:0008333	endosome to lysosome transport	biological_process
MSTRG.15918.1	GO:0008347	glial cell migration	biological_process
MSTRG.15918.1	GO:0008582	regulation of synaptic assembly at neuromuscular junction	biological_process
MSTRG.15918.1	GO:0009267	cellular response to starvation	biological_process
MSTRG.15918.1	GO:0009605	response to external stimulus	biological_process
MSTRG.15918.1	GO:0009653	anatomical structure morphogenesis	biological_process
MSTRG.15918.1	GO:0009791	post-embryonic development	biological_process
MSTRG.15918.1	GO:0009886	post-embryonic animal morphogenesis	biological_process
MSTRG.15918.1	GO:0009966	regulation of signal transduction	biological_process
MSTRG.15918.1	GO:0009968	negative regulation of signal transduction	biological_process
MSTRG.15918.1	GO:0009987	cellular process	biological_process
MSTRG.15918.1	GO:0009991	response to extracellular stimulus	biological_process
MSTRG.15918.1	GO:0010001	glial cell differentiation	biological_process
MSTRG.15918.1	GO:0010008	endosome membrane	cellular_component
MSTRG.15918.1	GO:0010623	programmed cell death involved in cell development	biological_process
MSTRG.15918.1	GO:0010646	regulation of cell communication	biological_process
MSTRG.15918.1	GO:0010648	negative regulation of cell communication	biological_process
MSTRG.15918.1	GO:0010876	lipid localization	biological_process
MSTRG.15918.1	GO:0010941	obsolete regulation of cell death	biological_process
MSTRG.15918.1	GO:0012501	programmed cell death	biological_process
MSTRG.15918.1	GO:0012505	endomembrane system	cellular_component
MSTRG.15918.1	GO:0016020	membrane	cellular_component
MSTRG.15918.1	GO:0016043	cellular component organization	biological_process
MSTRG.15918.1	GO:0016192	vesicle-mediated transport	biological_process
MSTRG.15918.1	GO:0016477	cell migration	biological_process
MSTRG.15918.1	GO:0019098	reproductive behavior	biological_process
MSTRG.15918.1	GO:0019953	sexual reproduction	biological_process
MSTRG.15918.1	GO:0022008	neurogenesis	biological_process
MSTRG.15918.1	GO:0022412	cellular process involved in reproduction in multicellular organism	biological_process
MSTRG.15918.1	GO:0022414	reproductive process	biological_process
MSTRG.15918.1	GO:0022607	cellular component assembly	biological_process
MSTRG.15918.1	GO:0022857	transmembrane transporter activity	molecular_function
MSTRG.15918.1	GO:0023051	regulation of signaling	biological_process
MSTRG.15918.1	GO:0023052	signaling	biological_process
MSTRG.15918.1	GO:0023057	negative regulation of signaling	biological_process
MSTRG.15918.1	GO:0030154	cell differentiation	biological_process
MSTRG.15918.1	GO:0031090	organelle membrane	cellular_component
MSTRG.15918.1	GO:0031410	cytoplasmic vesicle	cellular_component
MSTRG.15918.1	GO:0031667	response to nutrient levels	biological_process
MSTRG.15918.1	GO:0031668	cellular response to extracellular stimulus	biological_process
MSTRG.15918.1	GO:0031669	cellular response to nutrient levels	biological_process
MSTRG.15918.1	GO:0031902	late endosome membrane	cellular_component
MSTRG.15918.1	GO:0031982	vesicle	cellular_component
MSTRG.15918.1	GO:0032501	multicellular organismal process	biological_process
MSTRG.15918.1	GO:0032502	developmental process	biological_process
MSTRG.15918.1	GO:0032504	multicellular organism reproduction	biological_process
MSTRG.15918.1	GO:0033036	macromolecule localization	biological_process
MSTRG.15918.1	GO:0033554	cellular response to stress	biological_process
MSTRG.15918.1	GO:0035193	larval central nervous system remodeling	biological_process
MSTRG.15918.1	GO:0036465	synaptic vesicle recycling	biological_process
MSTRG.15918.1	GO:0040007	growth	biological_process
MSTRG.15918.1	GO:0040008	regulation of growth	biological_process
MSTRG.15918.1	GO:0040011	locomotion	biological_process
MSTRG.15918.1	GO:0042063	gliogenesis	biological_process
MSTRG.15918.1	GO:0042594	response to starvation	biological_process
MSTRG.15918.1	GO:0042981	regulation of apoptotic process	biological_process
MSTRG.15918.1	GO:0043067	regulation of programmed cell death	biological_process
MSTRG.15918.1	GO:0043226	organelle	cellular_component
MSTRG.15918.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.15918.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.15918.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.15918.1	GO:0043900	obsolete regulation of multi-organism process	biological_process
MSTRG.15918.1	GO:0044085	cellular component biogenesis	biological_process
MSTRG.15918.1	GO:0044087	regulation of cellular component biogenesis	biological_process
MSTRG.15918.1	GO:0044422	obsolete organelle part	cellular_component
MSTRG.15918.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.15918.1	GO:0044433	obsolete cytoplasmic vesicle part	cellular_component
MSTRG.15918.1	GO:0044437	obsolete vacuolar part	cellular_component
MSTRG.15918.1	GO:0044440	obsolete endosomal part	cellular_component
MSTRG.15918.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.15918.1	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.15918.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.15918.1	GO:0044703	multi-organism reproductive process	biological_process
MSTRG.15918.1	GO:0045476	nurse cell apoptotic process	biological_process
MSTRG.15918.1	GO:0045477	regulation of nurse cell apoptotic process	biological_process
MSTRG.15918.1	GO:0045595	regulation of cell differentiation	biological_process
MSTRG.15918.1	GO:0045924	regulation of female receptivity	biological_process
MSTRG.15918.1	GO:0046624	sphingolipid transporter activity	molecular_function
MSTRG.15918.1	GO:0046907	intracellular transport	biological_process
MSTRG.15918.1	GO:0048468	cell development	biological_process
MSTRG.15918.1	GO:0048477	oogenesis	biological_process
MSTRG.15918.1	GO:0048488	synaptic vesicle endocytosis	biological_process
MSTRG.15918.1	GO:0048519	negative regulation of biological process	biological_process
MSTRG.15918.1	GO:0048523	negative regulation of cellular process	biological_process
MSTRG.15918.1	GO:0048583	regulation of response to stimulus	biological_process
MSTRG.15918.1	GO:0048585	negative regulation of response to stimulus	biological_process
MSTRG.15918.1	GO:0048589	developmental growth	biological_process
MSTRG.15918.1	GO:0048609	multicellular organismal reproductive process	biological_process
MSTRG.15918.1	GO:0048638	regulation of developmental growth	biological_process
MSTRG.15918.1	GO:0048731	system development	biological_process
MSTRG.15918.1	GO:0048856	anatomical structure development	biological_process
MSTRG.15918.1	GO:0048869	cellular developmental process	biological_process
MSTRG.15918.1	GO:0048870	cell motility	biological_process
MSTRG.15918.1	GO:0050789	regulation of biological process	biological_process
MSTRG.15918.1	GO:0050793	regulation of developmental process	biological_process
MSTRG.15918.1	GO:0050794	regulation of cellular process	biological_process
MSTRG.15918.1	GO:0050803	regulation of synapse structure or activity	biological_process
MSTRG.15918.1	GO:0050807	regulation of synapse organization	biological_process
MSTRG.15918.1	GO:0050808	synapse organization	biological_process
MSTRG.15918.1	GO:0050896	response to stimulus	biological_process
MSTRG.15918.1	GO:0051124	synaptic assembly at neuromuscular junction	biological_process
MSTRG.15918.1	GO:0051128	regulation of cellular component organization	biological_process
MSTRG.15918.1	GO:0051179	localization	biological_process
MSTRG.15918.1	GO:0051234	establishment of localization	biological_process
MSTRG.15918.1	GO:0051239	regulation of multicellular organismal process	biological_process
MSTRG.15918.1	GO:0051641	cellular localization	biological_process
MSTRG.15918.1	GO:0051649	establishment of localization in cell	biological_process
MSTRG.15918.1	GO:0051674	localization of cell	biological_process
MSTRG.15918.1	GO:0051704	obsolete multi-organism process	biological_process
MSTRG.15918.1	GO:0051716	cellular response to stimulus	biological_process
MSTRG.15918.1	GO:0051960	regulation of nervous system development	biological_process
MSTRG.15918.1	GO:0051963	regulation of synapse assembly	biological_process
MSTRG.15918.1	GO:0060180	female mating behavior	biological_process
MSTRG.15918.1	GO:0060284	regulation of cell development	biological_process
MSTRG.15918.1	GO:0065007	biological regulation	biological_process
MSTRG.15918.1	GO:0065008	regulation of biological quality	biological_process
MSTRG.15918.1	GO:0071496	cellular response to external stimulus	biological_process
MSTRG.15918.1	GO:0071702	organic substance transport	biological_process
MSTRG.15918.1	GO:0071840	cellular component organization or biogenesis	biological_process
MSTRG.15918.1	GO:0080171	lytic vacuole organization	biological_process
MSTRG.15918.1	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	biological_process
MSTRG.15918.1	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	biological_process
MSTRG.15918.1	GO:0090520	sphingolipid mediated signaling pathway	biological_process
MSTRG.15918.1	GO:0097708	intracellular vesicle	cellular_component
MSTRG.15918.1	GO:0098588	bounding membrane of organelle	cellular_component
MSTRG.15918.1	GO:0098657	import into cell	biological_process
MSTRG.15918.1	GO:0098852	lytic vacuole membrane	cellular_component
MSTRG.15918.1	GO:0099003	vesicle-mediated transport in synapse	biological_process
MSTRG.15918.1	GO:0099504	synaptic vesicle cycle	biological_process
MSTRG.15918.1	GO:1902742	apoptotic process involved in development	biological_process
MSTRG.15918.1	GO:1904396	regulation of neuromuscular junction development	biological_process
MSTRG.15918.1	GO:1904748	regulation of apoptotic process involved in development	biological_process
MSTRG.15918.1	GO:1905879	regulation of oogenesis	biological_process
MSTRG.15918.1	GO:2000026	regulation of multicellular organismal development	biological_process
MSTRG.15918.1	GO:2000241	regulation of reproductive process	biological_process
MSTRG.8049.1	GO:0000049	tRNA binding	molecular_function
MSTRG.8049.1	GO:0005524	ATP binding	molecular_function
MSTRG.8049.1	GO:0005737	cytoplasm	cellular_component
MSTRG.8049.1	GO:0006400	tRNA modification	biological_process
MSTRG.8049.1	GO:0016783	sulfurtransferase activity	molecular_function
MSTRG.2298.1	GO:0004672	protein kinase activity	molecular_function
MSTRG.2298.1	GO:0005524	ATP binding	molecular_function
MSTRG.2298.1	GO:0006468	protein phosphorylation	biological_process
MSTRG.11478.1	GO:0003723	RNA binding	molecular_function
MSTRG.11478.1	GO:0031119	tRNA pseudouridine synthesis	biological_process
MSTRG.11478.1	GO:0106029	tRNA pseudouridine synthase activity	molecular_function
MSTRG.268.2	GO:0000287	magnesium ion binding	molecular_function
MSTRG.268.2	GO:0004614	phosphoglucomutase activity	molecular_function
MSTRG.268.2	GO:0005737	cytoplasm	cellular_component
MSTRG.268.2	GO:0006006	glucose metabolic process	biological_process
MSTRG.993.2	GO:0003677	DNA binding	molecular_function
MSTRG.993.2	GO:0004527	exonuclease activity	molecular_function
MSTRG.993.2	GO:0017108	5'-flap endonuclease activity	molecular_function
MSTRG.993.2	GO:0033567	DNA replication, Okazaki fragment processing	biological_process
MSTRG.13173.2	GO:0000049	tRNA binding	molecular_function
MSTRG.13173.2	GO:0000287	magnesium ion binding	molecular_function
MSTRG.13173.2	GO:0001680	tRNA 3'-terminal CCA addition	biological_process
MSTRG.13173.2	GO:0003674	molecular_function	molecular_function
MSTRG.13173.2	GO:0003676	nucleic acid binding	molecular_function
MSTRG.13173.2	GO:0003723	RNA binding	molecular_function
MSTRG.13173.2	GO:0003824	catalytic activity	molecular_function
MSTRG.13173.2	GO:0004652	obsolete polynucleotide adenylyltransferase activity	molecular_function
MSTRG.13173.2	GO:0004810	CCA tRNA nucleotidyltransferase activity	molecular_function
MSTRG.13173.2	GO:0005488	binding	molecular_function
MSTRG.13173.2	GO:0005524	ATP binding	molecular_function
MSTRG.13173.2	GO:0005575	cellular_component	cellular_component
MSTRG.13173.2	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.13173.2	GO:0005623	obsolete cell	cellular_component
MSTRG.13173.2	GO:0005737	cytoplasm	cellular_component
MSTRG.13173.2	GO:0005829	cytosol	cellular_component
MSTRG.13173.2	GO:0006139	nucleobase-containing compound metabolic process	biological_process
MSTRG.13173.2	GO:0006276	plasmid maintenance	biological_process
MSTRG.13173.2	GO:0006378	mRNA polyadenylation	biological_process
MSTRG.13173.2	GO:0006396	RNA processing	biological_process
MSTRG.13173.2	GO:0006397	mRNA processing	biological_process
MSTRG.13173.2	GO:0006725	cellular aromatic compound metabolic process	biological_process
MSTRG.13173.2	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.13173.2	GO:0008150	biological_process	biological_process
MSTRG.13173.2	GO:0008152	metabolic process	biological_process
MSTRG.13173.2	GO:0009451	RNA modification	biological_process
MSTRG.13173.2	GO:0009987	cellular process	biological_process
MSTRG.13173.2	GO:0010467	gene expression	biological_process
MSTRG.13173.2	GO:0016070	RNA metabolic process	biological_process
MSTRG.13173.2	GO:0016071	mRNA metabolic process	biological_process
MSTRG.13173.2	GO:0016740	transferase activity	molecular_function
MSTRG.13173.2	GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function
MSTRG.13173.2	GO:0016779	nucleotidyltransferase activity	molecular_function
MSTRG.13173.2	GO:0031123	RNA 3'-end processing	biological_process
MSTRG.13173.2	GO:0031124	mRNA 3'-end processing	biological_process
MSTRG.13173.2	GO:0034641	cellular nitrogen compound metabolic process	biological_process
MSTRG.13173.2	GO:0042245	RNA repair	biological_process
MSTRG.13173.2	GO:0043170	macromolecule metabolic process	biological_process
MSTRG.13173.2	GO:0043412	macromolecule modification	biological_process
MSTRG.13173.2	GO:0043631	obsolete RNA polyadenylation	biological_process
MSTRG.13173.2	GO:0044237	cellular metabolic process	biological_process
MSTRG.13173.2	GO:0044238	primary metabolic process	biological_process
MSTRG.13173.2	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.13173.2	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.13173.2	GO:0044464	obsolete cell part	cellular_component
MSTRG.13173.2	GO:0046483	heterocycle metabolic process	biological_process
MSTRG.13173.2	GO:0070566	adenylyltransferase activity	molecular_function
MSTRG.13173.2	GO:0071704	organic substance metabolic process	biological_process
MSTRG.13173.2	GO:0090304	nucleic acid metabolic process	biological_process
MSTRG.13173.2	GO:0097159	organic cyclic compound binding	molecular_function
MSTRG.13173.2	GO:1901360	organic cyclic compound metabolic process	biological_process
MSTRG.13173.2	GO:1901363	heterocyclic compound binding	molecular_function
MSTRG.452.2	GO:0005737	cytoplasm	cellular_component
MSTRG.452.2	GO:0016829	lyase activity	molecular_function
MSTRG.8497.1	GO:0018786	haloalkane dehalogenase activity	molecular_function
MSTRG.3807.1	GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular_function
MSTRG.3807.1	GO:0009088	threonine biosynthetic process	biological_process
MSTRG.3807.1	GO:0009089	lysine biosynthetic process via diaminopimelate	biological_process
MSTRG.3807.1	GO:0009097	isoleucine biosynthetic process	biological_process
MSTRG.3807.1	GO:0019877	diaminopimelate biosynthetic process	biological_process
MSTRG.3807.1	GO:0046983	protein dimerization activity	molecular_function
MSTRG.3807.1	GO:0050661	NADP binding	molecular_function
MSTRG.3807.1	GO:0051287	NAD binding	molecular_function
MSTRG.3807.1	GO:0071266	'de novo' L-methionine biosynthetic process	biological_process
MSTRG.10947.1	GO:0004479	methionyl-tRNA formyltransferase activity	molecular_function
MSTRG.1258.3	GO:0019629	propionate catabolic process, 2-methylcitrate cycle	biological_process
MSTRG.1258.3	GO:0046421	methylisocitrate lyase activity	molecular_function
MSTRG.1258.3	GO:0046872	metal ion binding	molecular_function
MSTRG.655.1	GO:0000166	nucleotide binding	molecular_function
MSTRG.655.1	GO:0005737	cytoplasm	cellular_component
MSTRG.655.1	GO:0046872	metal ion binding	molecular_function
MSTRG.655.1	GO:0106411	XMP 5'-nucleosidase activity	molecular_function
MSTRG.2827.1	GO:0005886	plasma membrane	cellular_component
MSTRG.10844.3	GO:0016491	oxidoreductase activity	molecular_function
MSTRG.18083.1	GO:0003674	molecular_function	molecular_function
MSTRG.18083.1	GO:0003824	catalytic activity	molecular_function
MSTRG.18083.1	GO:0005575	cellular_component	cellular_component
MSTRG.18083.1	GO:0005618	cell wall	cellular_component
MSTRG.18083.1	GO:0005623	obsolete cell	cellular_component
MSTRG.18083.1	GO:0005886	plasma membrane	cellular_component
MSTRG.18083.1	GO:0008150	biological_process	biological_process
MSTRG.18083.1	GO:0016020	membrane	cellular_component
MSTRG.18083.1	GO:0016787	hydrolase activity	molecular_function
MSTRG.18083.1	GO:0016822	hydrolase activity, acting on acid carbon-carbon bonds	molecular_function
MSTRG.18083.1	GO:0016823	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	molecular_function
MSTRG.18083.1	GO:0030312	external encapsulating structure	cellular_component
MSTRG.18083.1	GO:0034820	4,9-DSHA hydrolase activity	molecular_function
MSTRG.18083.1	GO:0040007	growth	biological_process
MSTRG.18083.1	GO:0044110	obsolete growth involved in symbiotic interaction	biological_process
MSTRG.18083.1	GO:0044403	biological process involved in symbiotic interaction	biological_process
MSTRG.18083.1	GO:0044419	biological process involved in interspecies interaction between organisms	biological_process
MSTRG.18083.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.18083.1	GO:0051704	obsolete multi-organism process	biological_process
MSTRG.18083.1	GO:0071944	cell periphery	cellular_component
MSTRG.2502.1	GO:0008173	RNA methyltransferase activity	molecular_function
MSTRG.2502.1	GO:0034470	ncRNA processing	biological_process
MSTRG.2502.1	GO:0046872	metal ion binding	molecular_function
MSTRG.2502.1	GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function
MSTRG.15969.1	GO:0000049	tRNA binding	molecular_function
MSTRG.15969.1	GO:0030488	tRNA methylation	biological_process
MSTRG.15969.1	GO:0089715	tRNA m6t6A37 methyltransferase activity	molecular_function
MSTRG.12863.1	GO:0016301	kinase activity	molecular_function
MSTRG.12863.1	GO:0016310	phosphorylation	biological_process
MSTRG.12863.1	GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function
MSTRG.993.1	GO:0003677	DNA binding	molecular_function
MSTRG.993.1	GO:0004527	exonuclease activity	molecular_function
MSTRG.993.1	GO:0017108	5'-flap endonuclease activity	molecular_function
MSTRG.993.1	GO:0033567	DNA replication, Okazaki fragment processing	biological_process
MSTRG.12221.1	GO:0016491	oxidoreductase activity	molecular_function
MSTRG.12221.1	GO:0071949	FAD binding	molecular_function
MSTRG.2517.1	GO:0004525	ribonuclease III activity	molecular_function
MSTRG.2517.1	GO:0005737	cytoplasm	cellular_component
MSTRG.2517.1	GO:0006364	rRNA processing	biological_process
MSTRG.2517.1	GO:0019843	rRNA binding	molecular_function
MSTRG.5803.1	GO:0004373	glycogen (starch) synthase activity	molecular_function
MSTRG.5803.1	GO:0005978	glycogen biosynthetic process	biological_process
MSTRG.5803.1	GO:0009011	starch synthase activity	molecular_function
MSTRG.5803.1	GO:0033201	alpha-1,4-glucan synthase activity	molecular_function
MSTRG.20391.1	GO:0000166	nucleotide binding	molecular_function
MSTRG.20391.1	GO:0003674	molecular_function	molecular_function
MSTRG.20391.1	GO:0003824	catalytic activity	molecular_function
MSTRG.20391.1	GO:0004312	fatty acid synthase activity	molecular_function
MSTRG.20391.1	GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	molecular_function
MSTRG.20391.1	GO:0005488	binding	molecular_function
MSTRG.20391.1	GO:0006082	organic acid metabolic process	biological_process
MSTRG.20391.1	GO:0006629	lipid metabolic process	biological_process
MSTRG.20391.1	GO:0006631	fatty acid metabolic process	biological_process
MSTRG.20391.1	GO:0006633	fatty acid biosynthetic process	biological_process
MSTRG.20391.1	GO:0008150	biological_process	biological_process
MSTRG.20391.1	GO:0008152	metabolic process	biological_process
MSTRG.20391.1	GO:0008610	lipid biosynthetic process	biological_process
MSTRG.20391.1	GO:0009058	biosynthetic process	biological_process
MSTRG.20391.1	GO:0009987	cellular process	biological_process
MSTRG.20391.1	GO:0016053	organic acid biosynthetic process	biological_process
MSTRG.20391.1	GO:0016491	oxidoreductase activity	molecular_function
MSTRG.20391.1	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	molecular_function
MSTRG.20391.1	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
MSTRG.20391.1	GO:0016740	transferase activity	molecular_function
MSTRG.20391.1	GO:0016746	acyltransferase activity	molecular_function
MSTRG.20391.1	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function
MSTRG.20391.1	GO:0019752	carboxylic acid metabolic process	biological_process
MSTRG.20391.1	GO:0030497	fatty acid elongation	biological_process
MSTRG.20391.1	GO:0032787	monocarboxylic acid metabolic process	biological_process
MSTRG.20391.1	GO:0036094	small molecule binding	molecular_function
MSTRG.20391.1	GO:0043436	oxoacid metabolic process	biological_process
MSTRG.20391.1	GO:0044237	cellular metabolic process	biological_process
MSTRG.20391.1	GO:0044238	primary metabolic process	biological_process
MSTRG.20391.1	GO:0044249	cellular biosynthetic process	biological_process
MSTRG.20391.1	GO:0044255	cellular lipid metabolic process	biological_process
MSTRG.20391.1	GO:0044281	small molecule metabolic process	biological_process
MSTRG.20391.1	GO:0044283	small molecule biosynthetic process	biological_process
MSTRG.20391.1	GO:0046394	carboxylic acid biosynthetic process	biological_process
MSTRG.20391.1	GO:0048037	obsolete cofactor binding	molecular_function
MSTRG.20391.1	GO:0050661	NADP binding	molecular_function
MSTRG.20391.1	GO:0050662	obsolete coenzyme binding	molecular_function
MSTRG.20391.1	GO:0051287	NAD binding	molecular_function
MSTRG.20391.1	GO:0055114	obsolete oxidation-reduction process	biological_process
MSTRG.20391.1	GO:0071704	organic substance metabolic process	biological_process
MSTRG.20391.1	GO:0072330	monocarboxylic acid biosynthetic process	biological_process
MSTRG.20391.1	GO:0097159	organic cyclic compound binding	molecular_function
MSTRG.20391.1	GO:1901265	nucleoside phosphate binding	molecular_function
MSTRG.20391.1	GO:1901363	heterocyclic compound binding	molecular_function
MSTRG.20391.1	GO:1901576	organic substance biosynthetic process	biological_process
MSTRG.13002.2	GO:0003674	molecular_function	molecular_function
MSTRG.13002.2	GO:0003824	catalytic activity	molecular_function
MSTRG.13002.2	GO:0005575	cellular_component	cellular_component
MSTRG.13002.2	GO:0005618	cell wall	cellular_component
MSTRG.13002.2	GO:0005623	obsolete cell	cellular_component
MSTRG.13002.2	GO:0005886	plasma membrane	cellular_component
MSTRG.13002.2	GO:0006139	nucleobase-containing compound metabolic process	biological_process
MSTRG.13002.2	GO:0006163	purine nucleotide metabolic process	biological_process
MSTRG.13002.2	GO:0006725	cellular aromatic compound metabolic process	biological_process
MSTRG.13002.2	GO:0006753	nucleoside phosphate metabolic process	biological_process
MSTRG.13002.2	GO:0006793	phosphorus metabolic process	biological_process
MSTRG.13002.2	GO:0006796	phosphate-containing compound metabolic process	biological_process
MSTRG.13002.2	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.13002.2	GO:0006950	response to stress	biological_process
MSTRG.13002.2	GO:0008150	biological_process	biological_process
MSTRG.13002.2	GO:0008152	metabolic process	biological_process
MSTRG.13002.2	GO:0008728	GTP diphosphokinase activity	molecular_function
MSTRG.13002.2	GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity	molecular_function
MSTRG.13002.2	GO:0009116	nucleoside metabolic process	biological_process
MSTRG.13002.2	GO:0009117	nucleotide metabolic process	biological_process
MSTRG.13002.2	GO:0009119	ribonucleoside metabolic process	biological_process
